,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
3640954,1,,True,"11 15, 2014",AKX8BB1U8MU1Z,B00EKJQLSC,,Home Chef,"Quite a bargain for the excellent sound they reproduce.  Be sure to set your receiver to ""full band"" for these.",Love these!,1416009600,
6491694,0,,True,"08 5, 2015",A1N9M4SWLFJAWM,B00GH9N2EE,{'Style:': ' Battery Powered'},P. Emory,There's no on or off button.  You can hit rec. but you can't stop it.  The battery dies very easily due to this.  I thought I had bad batteries but it wasn't the issue.,Waste of money,1438732800,
4685930,0,2,True,"06 30, 2015",A12I1E0HR3BKY7,B00NUOE81K,,The Captain,"I bought this, and after only two uses the charging port fell off.  I can hear it rattling around inside the case.  It is a few days past the return limit for Amazon, so no luck there.  I contacted the company twice to see if I can get it repaired under warranty, but I have yet to hear back from them.  This item has a nice case, but the construction is junk.  I would avoid.

Edit: Support was slow to respond, but they said they sent out a replacement today.  I hope the new one works!",Update: replacement in the mail,1435622400,
2569683,1,,True,"11 1, 2015",A1PUEW9KPH521N,B0079R2MGW,{'Color:': ' Black'},CKavcar,"Looks just like described. I've not had a chance to install it, but I like it so far!",Quality product.,1446336000,
1807222,1,,True,"03 30, 2012",A1K3YUQPW6CZA0,B004AM610M,{'Style:': ' w/ Card Reader'},Jon,This is exactly what I was looking for.  I previously purchased a 32Gb class two micro-sdhc card that was terrible (didn't support mp3 format music.  I picked up this card when it was one of the Amazon daily deals and have been very impressed.  It works perfectly with my EVO 4g and I don't think I'll ever have another memory problem with my phone!.,Exactly what I was looking for.,1333065600,
2134289,1,,True,"01 4, 2013",A13ITD3954IW9U,B005B5G4S6,,James C. Ross,It is an item that I would recommend and the next time I need an external drive I will reorder another one. No complaints.,The item was received on time,1357257600,
1134447,1,,True,"12 11, 2014",A17BLKOQ79YEDC,B001BRXW74,{'Style:': ' Antenna'},Bryan,"It came without the mounting pole so I contacted the mfg and they promptly sent one.  It arrived with no mounting hardware because the box was torn but that's not their fault.  I live about 45 miles from Houston and was hoping to get CBS to watch football games.  It picks up most channels except the one channel I was hoping for.  Murphys law I suppose.  In all fairness, the channels it does pick up come in very clear.  If you are looking to mount this anywhere but outside on the roof, and pointed directly to the nearest transmitter, you won't be happy.",you won't be happy.,1418256000,
5107346,1,,True,"03 5, 2017",A2ZW993G2MOXCV,B00V7UUUXY,,Domski,High quality.,Five Stars,1488672000,
6622385,1,,True,"07 22, 2018",A1DHPJCK7U9PE,B00VKYKNY8,,Chris F,"I installed a pair of these on my son's gaming PC, giving it 32GB of memory. It passed memtest with NO errors, and was able to run a memory-intensive application with no problem.",Worked very well!,1532217600,
5773215,0,4,True,"08 10, 2016",A299S8Y9LLN7JF,B019TTJ80K,"{'Color:': ' Gold', 'Style:': ' Laptop Only'}",Aaron Komisarek,"When i received the computer, i tried doing the updates but it kept sticking at 76% and would have to reset it every time. I did this about 5 times before i decided to return it. Wasted about 2 hours trying to complete this task. Tried calling microsoft and dell for assistance and was on hold for over an hour....",Update Freezes Computer.,1470787200,
5874712,1,8,True,"08 10, 2016",AXV910YNQV694,B01CCW0KOO,"{'Color:': "" 16-Outlet 15'Metal Power Strip""}",I. Bautista,"Almost perfect except they left out a $3 worth of mounts which you have to buy separately and wait for weeks since they will be coming from China. Really Bestten?  Who would use such a long power strip as this without mounting it?  Why leave out a vital piece of this equipment?  If you're not bundling the mounts, at least pre-drill some mounting holes at the bottom.

Update:  Bestten has been very responsive to customer reviews. They informed me that new shipments of this item will now come bundled with mounts. They have also refunded me for the purchase cost of the mounting brackets :)  This power strip has been working perfectly, mounted under my Smartdesk.","Good design, unfathomable oversight of not bundling the mounts on previous releases.",1470787200,['https://images-na.ssl-images-amazon.com/images/I/71U96f8XBUL._SY88.jpg']
1203217,1,39,True,"11 17, 2008",A3DRT9IRH63ZHB,B001G5ZTO0,{'Color:': ' Gold'},Michael Morgan,"I bought this for my wife as a B'day present to replace her tiny and always carried SD450 (5MB, no IS and 3 years old). The SD880 is a much better camera, costs less than the SD450 did in 2005 and is still tiny (fits in the same case). The improvements are many: ultra-sharp 28mm wide-angle lens with 4X zoom, 3"" bright and clear LCD, both optical image stabilization (IS) and a new low-noise (for it's size) 10MP sensor.

A few reviews here report crappy images and/or high noise levels but those are not my findings, at least not relative to other point and shoot cameras. I tested the SD880 against: her Canon SD450 (5MP), my Fuji F31fd (6MP) and a borrowed Panasonic LX-3 (10MP).

SD880 images are sharper than any of the three other cameras at the same f-stops and focal lengths.  This is especially true regarding the SD450.  Given the Leica pedigree on the LX-3's super fast (f2.0-2.8) 24-60mm lens I had expected it to be sharper than the tiny SD880 so was surprised to find noticeably sharper images with the SD880 even near the edges of the frame.  Although the Fuji is just 6MP, it is closest in sharpness to the SD880, but only in good light at lower ISO.

The SD880 produces lower image noise at high ISO's (400 and up) than both the SD450 and the LX-3.  Beating the LX-3 in this test at ISO 400, 800 and 1600 was also surprising given the LX-3's slightly larger sensor size. The Fuji has the lowest noise level at high ISO BUT images become overly smoothed with less sharpness than either the SD880 or the LX-3.  The SD880 retains more sharpness than the Fuji as ISO is cranked up to 800 and 1600, but did have more noise. ISO 400 noise is low with the SD880 and images are usable at ISO 800. ISO 1600 should be reserved for low-light emergencies where flash is verboten and if prints are kept 6"" x 4"" or smaller.

Another low-light advantage of the SD880 (at least for nearly stationary scenes) is the optical IS. This really works and allows lower ISO values to be used with longer shutter speeds. My wife often blurred shots on the SD450 due to camera motion. The IS has helped a lot to reduce this.

UPDATE: The optics on my wife's SD880 are so sharp that I decided to get one too.  My copy produces softer photos, not really fuzzy and about as sharp as the 6MP Fuji but without the super crispness of the first SD880. I can clearly see the difference.  My revised conclusion is that it is possible, but not certain, to get a Canon 880IS with exceptionally sharp optics.  For that reason I would downgrade my rating to 4 stars if Amazon would permit (they don't).  Good luck.",Tiny Camera with Outstanding Optics ... If You Get a Good One,1226880000,
5840195,1,3,True,"10 1, 2017",A38RHMI8TS1PXJ,B01BIUWUTY,,L. Holloway,"I finally found a cable that is worth a premium price. Superb. Only issue I have is now I want five more. Instant and immediate significant improvement from the 1080p cable box in a Sony 4k. Well worth the price. Not only is the picture greatly enhanced, the sound is as well night and day.  An unexpected bonus.",Finally Found A Premium Cable worth the cost!,1506816000,
5002832,1,,True,"05 16, 2016",A9GOTZGO00QKC,B00T9QONN6,{'Color:': ' BU1-32GB'},Kyle,(:,Five Stars,1463356800,
5733459,1,,True,"01 1, 2017",A1WD9O30FQ7W9E,B018TX8IDA,,Randy Osheroff,"This thing really works, my speed is 4 times what it was!!",Great Product,1483228800,
1913680,1,,True,"10 12, 2014",A35HB83XXC9P1U,B004MKNJAC,{'Grip Type:': ' Tripod'},Tomkat,Quick release head was loose straight from the box. Easy enough to fix but for the price I thought it was lousy quality control. I have used the tripod and it is what I expected.  Sturdy when using with large telephoto lens.,Quick release head...,1413072000,
4745099,1,2,True,"07 12, 2015",ANUBV0G14MTOQ,B00OLNX4BE,{'Color Name:': ' black1'},CPM,Love this. Doesn't take up much space plugs are spaced out so it accommodates large box plugs. and the usb plugs are handy. The on/off switches are nice if you aren't using all the plugs.,Love this. Doesn't take up much space plugs are ...,1436659200,
698857,1,,True,"04 5, 2015",A3AINA54W7E26S,B000VDLA5A,{'Style:': ' 1 SATA to 4x SATA'},Rebecca Bacon,"These work great for my gaming Rig, I like not having allot of cables running everywhere and this setup has everything working flawlessly.  it's a sturdy design and the SATA Power connectors are snug.",Sturdy design and snug fitting.,1428192000,
3488964,1,,True,"08 12, 2014",A3VO42SI7IYUY,B00DIFIM36,{'Style Name:': ' 35 Mile'},Eddie,over 30 channels cant complain,Five Stars,1407801600,
2062664,1,,True,"11 25, 2013",A1C73DUEEM6LMH,B0052YFYFK,,Aja,"Best Bluetooth headset I have had so far (I have tried 3 different ones before).

These are comfortable, wear easily around the neck. I can put the buds in or pull them out at a moments notice.
The battery capacity is enough for about a day for me and it recharges very quickly.

The quality of the sound is certainly very good for me. I can't comment on it any more then that as I have hearing issues, so I wouldn't know high fidelity if I banged my head against it.

The use of the little magnets is a very interesting idea, tho not always practical.

If it could be improved, I would suggest a mute button.

Recommended!",Best Bluetooth headset I have had so far...,1385337600,
3525517,1,,True,"01 23, 2017",AHFY2GUNBAPOZ,B00DRK2ZIK,{'Color:': ' Black'},Joseph L.,Product was just as described,Five Stars,1485129600,
3825537,0,,True,"03 25, 2016",A8RUSMGVEB1MU,B00G3TUL4C,{'Color:': ' Deep Purple'},Amazon Customer,The purple is a beautiful color. But the cover did not lay flat on the iPad screen! There was a bulge in the middle. Because it didn't lay flat the magnets didn't work. The cover flopped all over. This item was returned.,disappointed,1458864000,
4168543,1,,True,"11 4, 2016",A3GWYDEHX6G1TN,B00J4D3RTU,{'Color:': ' 1x2 | v1.3 | 1080P'},Mike,"Lets me play my DVD player on whatever screen I like. Screw you, Intel, and your consumer-hostile HDCP compliance racket. And screw you for your processor delays, too. You're the reason this year's Macbook Pros aren't what everybody wants them to be. Get your crap together.",Connect to whatever display you want.,1478217600,
3688207,1,,True,"12 8, 2013",AXKZLPQH8M1Q2,B00EX9JAGO,"{'Size:': ' For Kindle Fire HDX 7.0 (2013)', 'Color:': ' Black'}",mrmooseesq,This is a tremendous product for the price.  It's perfect.  I'm sure there are better cases out there but for the price this does everything you need.  I feel like there is nothing out there that beats this combination of price and functionality.  It works.  It's light weight.  It looks good.  Fits perfectly.  And you can still fold up the cover the allow it to sit up on a flat surface.  I'm really happy with it.,Really great case and the price is great too!,1386460800,
5448470,1,,True,"01 5, 2016",AMMYCHG2DG26C,B013241O5A,{'Style:': ' Flower'},Brian,Nice hood for the money.,Do buy.,1451952000,
5304871,1,,True,"10 16, 2017",A2EQN9TTSHVZ5E,B00Z05JMKO,"{'Color:': ' Black', 'Length:': ' 6 Feet'}",Jon M,Worked nicley and the sound to the tv worked with it too. The only issue I had was the HDMI end was really long and bulky. I could see this not fitting length wise on certain older flatscreens that are more constricting where the ports are.,Works fine,1508112000,
2004145,0,,True,"03 10, 2015",A29EIUSKOONBXR,B004X76P3M,"{'Style:': ' 37""-70"" Ultra Slim'}",Hdarling,"Missing some screws that would fit my Vizio TV. You would think that brand, since it's so common, would be covered, but it lacked the correct screws.",Missing some screws that would fit my Vizio TV. ...,1425945600,
1178119,0,,True,"12 31, 2014",A3W51MUA5BCUR1,B001EPVOQY,,michael,Doesnt work,One Star,1419984000,
2157518,1,6,True,"03 21, 2014",AFM2J3HJNPIHV,B005D7FH9O,{'Package Type:': ' Standard Packaging'},E. Hansen,"Used these to replace the front door speakers on an '01 LS430.  Used advise and recommendations from the ClubLexus forum and was very happy with these speakers.
They fit perfectly into the old housing, just had to snap off the plastic tabs on the back of the mount.  Otherwise, a very snug but ideal fit.
The sound is deeper than the original levinson speakers, but very decent and much better than the sound of a blown speaker.  They feel much sturdier, have a much bigger magnet and don't seem anywhere near as fragile.  Replaced the set (driver's and passenger's side) and had both done within an hour.  Easier if you look up the diagram on the door.  The wiring was much easier than the sub, especially with the help of some crimp on connectors.  No series/parallel wiring needed, just plug and play.  Haven't had any issues so far.
All in all, saved hundreds over just the used parts.  Definitely recommend.",Another great LS430 Levinson replacement,1395360000,
4559889,0,,True,"08 24, 2016",A1ENE8L0IY6FSZ,B00MOUBYDQ,,Kittens,"This product did not come with any cables, drivers, or anything else. Some of the questions answered on this product said that it came with those things, however mine did not -- not even screws! It was good I had the things I needed on hand.","No cables, screws, or driver CD.",1471996800,
1646362,1,,True,"08 3, 2017",A2OKWXVWXLH51Q,B003MTTJOY,{'Model:': ' N150-Nano'},Dog Lover,"This thing is TINY and it works great without any driver installs on Linux. There's no real antenna here, so as long as it's not too far from your access point (and there's nothing major in the way), you'll be in business.",Tiny and true plug and play!,1501718400,
5492445,1,,True,"06 25, 2016",A2LSU0K36UVD73,B013YY92X4,,Walker 1,"Clips easily right in place and keeps sun off face of gps device. I do get some reflection off dash, but it is not the visor's fault.",Clips easily right in place and keeps sun off face of ...,1466812800,
5097222,1,,True,"02 26, 2013",A3QX0ERX4D03TF,B00V31USC0,{'Color:': ' 3pairs 60MM'},Kindle Customer,"I've got a nice portable set of Sony headphones that needed new foam. The dimensions of the plastic area is 2 5/8"" x 2 1/4"".
I had to stretch the foam carefully to get it over the area, but it did fit. They are thin and just barely seem to cover the plastic, but I only wear these headphones for short-term use. I would have paid more for thicker and slightly larger foam pieces. They could be better, but for the prices they work ok.",For the price - they work,1361836800,
3079206,1,,True,"12 29, 2014",A2EYDL8XSMJTNC,B00AWIPITS,{'Color:': ' Black'},Amazon Customer,"I had these for a few months--they were stolen :(
Great while they lasted. Sound quality was very good and they stayed on my head while I worked out--even on the treadmill. In general, I am not a fan of the behind the neck headphones, but these were very comfortable and stayed on my head.","In general, I am not a fan of the behind the neck headphones, but these were very comfortable and stayed on my head",1419811200,
4047441,1,,True,"12 4, 2015",AMSSGCMQ4VK08,B00I59VBH4,{'Package Type:': ' Frustration-Free Packaging'},Daniel S,"A slight hiccup during playback of some larger flac files, but for the price, this i a GREAT little bluetooth reciever! I use this for my livingroom as the main source for a small stereo setup and me and my roomates love it's ease of use and great sound! Also being 5v I'm going to be getting another for my car to replace the raspberry pi I use currently!",Totally worth the price!,1449187200,
6293355,1,,True,"04 29, 2018",AUUHVXFSXMHL0,B004J3V90Y,"{'Package Type:': ' Standard Packaging', 'Style:': ' Body Only'}",Brad Ferrell,Replacing a camera I sold.  Great for photo and video.,Great for photo and video,1524960000,
6384554,1,,True,"02 20, 2016",AJTB1IDM31ZR5,B008N130N2,{'Color:': ' Pink'},Raven Flores,Nice case.,Five Stars,1455926400,
4230376,0,,True,"11 8, 2014",A2WAWK72L6RNZZ,B00JQ8MCBC,,Neil Sid,"Really cheap
Screen Broke when accidentally hit it on a door frame

Before that, used it for 2 weeks, all I can say is it off 10, I give it a 4.",Really cheap Screen Broke when accidentally hit it on a ...,1415404800,
2430654,1,,True,"12 25, 2013",A37MY3XX9FCE6V,B006GWO5WK,{'Format:': ' Accessory'},Jimmy Schrodt,This is wonderful.  I cannot believe it wasn't included when I bought my Kindle Fire.  I don't see how I could own a Kindle without it.,PowerFast Adapter,1387929600,
3558416,1,,True,"03 17, 2015",AQ6V28KC0KKUH,B00DZP1W1I,,Thai Nguyen,Very nice clean looks,Five Stars,1426550400,
717664,1,,True,"01 14, 2016",A2PPL7MT2N8NJR,B000W8JFPG,{'Color:': ' BLACK'},ventiman,Helped someone with AMD,Five Stars,1452729600,
732649,1,3,True,"04 30, 2014",A31MENDSN7TIZ8,B000WV5K4S,,Sally,"If I had known what a difference this would have made to my home theater system, I would have bought this years ago. Well worth the money.",Really improved my picture and sound quality,1398816000,
1926065,1,,True,"05 20, 2015",A1J6Q6LIQDEBZD,B004OOVIEU,{'Size:': ' 47-inch'},joshrader,I love my LG TV.  The delivery was on time and the TV was in perfect shape.  I enjoy all the extras that are included in the smart TV.,I love my LG TV,1432080000,
671619,1,58,True,"12 13, 2007",A2TLUB637G1P6Y,B000U8HBRW,,RayTom,"I've tried other AVCHD camcorders and was hugely disappointed.  I think it's wrong they are allowed to call this High Definition.  First, most of these camcorders down-res to something like 1440 x 1080, even though they advertise meeting the full-HD spec of 1920 x 1080.  Second, the compression used to accomplish this is fierce, and has very visible artifacting.

So, in essence you have a class of camcorders, advertised as HD-quality, that can ONLY produce true HD in very good lighting with almost no motion.  Think test patterns here, or landscapes.  Poor lighting and motion in the picture give most of these camcorders fits, as the AVCHD codec just can't handle the extra work imposed by video noise from low light situations or any motion-induced artifacting.

What to do?  Well, in typical Canon fashion they sat back, waited to see what everyone else produced, and then released a product that is the best of the genre.  Sure, you can get larger drives on the Sony -- up to 80GB.  The Sanyo may tout it's tiny form factor, and make exaggerated claims about its' image quality.  I owned the Sanyo HD1000 and promptly sent it back; both the quality of the device itself AND the quality of the images it produced were lacking.

The Canon gives the best image I've seen on an AVCHD product.  Though not perfect and nowhere close to their own HDV-based HV20, I wanted something non-linear to make working with video a little simpler on my Macs.  The HG10 has great image stabilization, wonderful optics, intuitive controls (I especially love the multi-speed zoom control), superb colors, and less of the AVCHD nasties than any other AVCHD camcorder I've seen.  It also works superbly on my Mac with both iMovie and Final Cut Express 4.  It is phenomenally easy to work with non-linear video; in my case this probably overrides the loss in quality to HDV.

So, if you must own a camcorder that uses AVCHD, this is the one to have!  On absolute terms I'd give it three stars, but compared to other AVCHD camcorders it's a five, so four stars overall felt about right...

[UPDATE ONE: Canon has just released new AVCHD camcorders -- the HF10 and HF100 -- that record at the full HD 1920 x 1080 spec.  They will offer improved quality, but the bitrate is less than the comparable Canon HDV units, so there will be some losses to compression.]

[UPDATE TWO: one issue with the HG10 regards the use of external microphones.  I just recorded three hours of interviews with an external mike mounted to the camera's ""flash shoe"" accessory attachment point.  There is a a low level noise present, which is caused by the microphone picking up the noise from the hard drive.  I can probably minimize this in editing, but be careful about your choice of external microphone -- and mount it off-camera if possible!]",As good as it gets for AVCHD (at present)...,1197504000,
106732,1,,True,"07 19, 2017",A13G1TKIKHGV3F,B00006B81E,{'Style:': ' 7 Outlet + Outlet Control'},M. Heiss,"We recently had a series of brown outs.  This power strip did fine.  All items plugged into it still function perfectly.

I'm replacing the power strip with exactly the same one.

I like the very dim red glow of the ""on"" lights - you can use this in a bedroom and not be annoyed by the light.  I like the functionality of turning off one or two items on the power strip independently of the rest.

Good pod to.  Good price.  Instant delivery.",Great product,1500422400,
6648493,1,,True,"08 25, 2018",A1ZFTI5SDGZE4H,B0111WY222,,Jose Salazar,"Bought of these, one for my tripod and one for my steadicam; both use different quick release system so having these two saves me the hassle of switching plates and having to carry a coin or screwdriver. The locking pin could be annoying, but I let it hang from the side of my steadicam and have it positioned the same way on my tripod. Only concern is that out of the box one of the locking levers wouldnt get triggered by the plate unless you slam it with an unnecessary amount of force but after a few tries and uses it seems to work fine. Definitely will consider buying some more in the future",Works great,1535155200,
3409353,1,,True,"03 19, 2018",A1J3WOQDKVC8S,B00CWWETTW,{'Color:': ' Blue'},Christina,"Let me start with the fact that the picture and sound are great!

Weve had our player for 7 months and unfortunately it stopped working. We used it frequently and were really disappointed. I remember reading there was a warranty and reached out to the company via the email listed. They were so courteous and prompt with replies and in the end replaced our faulty one. Very quickly I might add! That made me so happy because you never really know how things will work out with online purchases and with small children and long rural car rides, this is crucial to keep the sanity. So Im giving 5 stars because even though it was unfortunate that the first didn't work out; the company was prompt, courteous and made it right. I would definitely recommend and would buy again.",Fantastic.,1521417600,
5464181,1,,True,"08 8, 2016",AXA12TVIINQ7H,B013FMSEN4,{'Color:': ' Frost GRAY'},SPoon,"The case is a nice fit for the iPad mini 4. However, the power and volume buttons are slightly off. Dust gets trapped on the edges and should be cleaned every now and then. The chamfered edges of the iPad are easily scratched and dust collecting on the edges does not help with this issue. Cutouts for the camera, speakers, headphone jack, and lightning port are pretty precise and has adequate spacing. The gray frost backing of the case is resistant to fingerprints and smudges. The raised edge does offer some screen protection even with a BodyGuardz Pure screen protector that is edge to edge.",Nice case for a decent price.,1470614400,
4049286,1,,True,"02 8, 2015",A2AWN48BYP23UU,B00I5TZOB8,,Cyrus,"Great comfortable mouse. I love the program that it uses, dpi switch in convient position, and love the Breathing effect.
Problems: Mine had a bit of plastic in the well for the scroll wheel that was rough(fixed with razor blade) And the back doesn't glow (nit pickey)",Great comfortable mouse,1423353600,
3797928,1,,True,"07 2, 2014",A1HOTB4PWQZ1ZG,B00FRMAOIO,{'Capacity:': ' N150 Travel Router w/ USB Port'},J. Marx,"I bought this to use as a repeater. Our home office (and main Fios router) are in one corner of the house, and we're often on the other side of the house, where the wi-fi signal sometimes gets weak and drops out. So I keep this plugged into an outlet on that side of the house, and now the network signal strength is always good/excellent throughout the house (and much of the yard).

I do think the setup could have been easier. I've been doing systems administration and networking for years, and if I didn't have that background, I'm not sure I would have gotten it working. The browser interface is nice looking, but it can be a bit confusing - also, if you go one route and make a mistake, it's hard to get back in to fix the problem. I did have to do a hard reset on the device once.

I'm taking off one star because: 1) the setup could have been a bit more plug-and-play for the repeater function, and 2) every once in a while, the repeated signal has no Internet connection. When this happens, I just unplug the device for a few seconds, plug it back in, and then after 5-10 seconds, it's working fine again.","Good product, a bit challenging to configure",1404259200,
2446609,1,,True,"10 8, 2013",A14QV979UUKKV3,B006JH8T3S,{'Style:': ' C920 Webcam'},dslick,"Excellent camera!!!  Clear picture and audio.  Used for Skype and it works seamlessly.  Easy to setup, drivers were automatically found and installed.",Would recommend to anyone,1381190400,
5716307,1,2,True,"11 30, 2016",A1SS3MJ7EI2AAN,B0188ZYZQI,,Bill H,"Bought to pair with my cell phone and a wireless mouse to access content on my phone (broken touch screen--could see the content but could not access it).  Plugged this cable into the phone's recharging port and placed the wireless mouse's plug in into the other end.  Voila!  Was able to move the cursor over each app and folder and access data with a click of the mouse.  Sent all to my computer via email message.  If you've broken your phone's touch screen and can power it up but not access the data, this may be your solution.  Worked for me!",Allowed me to access data off my phone with broken touch screen!,1480464000,
1405129,0,,True,"01 31, 2010",A2AO476ELAFTWR,B0027VT74U,,Dave P,"While it worked, it seemed to work well but the power to USB cord's outer casing pulled away from the plug almost immediately. After a while, it would only intermittently receive power and finally it gave up the ghost. While the user was my teenage son, which means that mishandling cannot be ruled out, he has managed to keep his netbook intact and the feel of the device and cord, to my mind, was not solid out of the box.",Flimsey,1264896000,
6691853,0,,True,"02 23, 2016",A2TH0NCBN57YY8,B01979VIRS,{'Color:': ' 1.8M / 6FT'},Luke S. Youngblood,"Despite advertising that this will function as a Thunderbolt display cable attached to your Mac, it will not work!  Please don't make the mistake I made and buy it, thinking you're getting a good deal.  This cable WILL NOT WORK as a Thunderbolt display cable to attach a second display to your Mac.",Doesn't work as a Thunderbolt Display Cable,1456185600,
3162512,1,,True,"04 24, 2015",A3929JDRA6UCRI,B00BBLEYXQ,,Amazon Customer,"A little heavier than my asus700, but works a million times better.",but works a million times better.,1429833600,
1340262,0,5,True,"10 4, 2011",A12AYTR1J2U0L1,B001UE6I0G,{'style:': ' Headphones'},DXNJ,There is nothing better than an expensive pair of headphones arriving defective. No sound comes out the right side.. not impressed.,Arrived Defective,1317686400,
2283654,1,,True,"10 18, 2015",A2KOHNUWAHNJUP,B005LJKEXS,{'Size:': ' 10M'},Dave,Does what it says it does - extends USB. I needed something for my XBox One to play Lego Dimensions. The Portal only comes with a six foot cord. Who sits six feed from the TV when playing XBox? This extender cable brings it to the couch and works great. Good price too. Thanks!,"Great product, great price",1445126400,
3573905,1,,True,"09 15, 2015",A1Z983ADAII8VA,B00E3CE1XS,,shoney,good replacement for my ipad 2 no problem installing it .,good for an ipad 2 no problem with the sensor,1442275200,
406635,1,,True,"06 22, 2015",A1BWPZJPV5M7RY,B000BS24X2,,Charles,Delivered on time and working fine (so far).,Lenmar Replacement Battery for Clarity Wireless Phone,1434931200,
3023771,1,,True,"06 7, 2014",A3B65DCZ1VPVEU,B00ADG7H7K,,Diane B. Harrish,"I work freelance for our local newspaper and go through a lot of equipment and have found some things like this grip to be a very good value and it works perfectly. I love my Nikon D610 but many times I buy off brand items to use with it and have never been disappointed.
The dials preform well when I shoot in the horizontal and for me I have long fingers and the grip just makes the camera feel more comfortable.
I first purchased a Meike Grip for my D7000, again that one works beautifully.
Do not hesitate if you need one.",Great Value,1402099200,
6305212,0,,True,"06 14, 2017",A3TT0BS9APHWJT,B004WLA6XO,"{'Color:': ' Silver', 'Length:': ' Compression, RG6'}",Hangoo,Only comes with 1 and looks cheap....returning,Two Stars,1497398400,
4163077,1,,True,"11 30, 2014",A1L7FUL3KEAWQ0,B00J3AX6R2,{'Size:': ' Mini v.3'},some reader,"These are never going to compete with a room-sized humidifier but for the size and portability they put out a surprising amount of vapor.  I used these on a recent winter-weather trip (heating makes hotel rooms very dry) and for your average hotel room I think two units would be best.  But they are so small and light that it's not a problem, and you can just buy a bottle of water when you get to your destination.  I also tried these on a reusable water bottle with a narrow mouth and they don't fit as securely as on a disposable, but it's fine if you're careful not to knock it over.  This also worked with my usb power pack, for when I was staying at a somewhat minimal accommodation that didn't have a convenient power outlet.",great little travel humidifier,1417305600,
6370627,0,,True,"05 15, 2015",A2JUJJPEP0D44B,B007IHEZQI,,Joe De,One of Samsung's failures. Both the browser on their TV's and this keyboard are big failures. It's a better idea to just connect an old PC or laptop to your Smart TV instead of going this route.,Don't buy this!,1431648000,
5863886,1,,True,"06 1, 2015",A25ZRKSYP3U7BN,B01C6ESQM6,{'Style:': ' Analog'},Peter Mucklow,"Good price really great sound much better quality than may have expected, speaker cables are a bit short though, could have been couple feet longer other than that good value for the money.",Good price really great sound much better quality than may ...,1433116800,
3964307,1,,True,"08 19, 2014",A1DYZ0MJ01QWID,B00HMC2KWA,,Gendo Ikari,"An absolutely perfect refurb. Looked mint out of the box, not so much as a scuff, scratch, or fingerprint.",An absolutely perfect refurb. Looked mint out of the box,1408406400,
998577,1,,True,"02 8, 2014",AERK9BTE4J3H4,B0013CXZZ6,,Skydiver,"This thing is great.  Good sound, no static, great tuner.  My recent experience with other Sony products suggests that their quality on some items is going down the tubes, so I was leery of ordering the radio.  However, it turns out to be great.","Thank you, Sony!",1391817600,
3302433,1,,True,"04 6, 2015",A2CNDUUUTTV2JF,B00C5TRSSG,,SM,really cute and easy to put on! mine has been on for a year+ and still looks great,easy to put on,1428278400,
672163,1,,True,"03 27, 2009",A3NK5GU2QN6H79,B000U9WU0O,,Kitty&#039;s Pretty,"I bought this for my husband,  not sure if will work for his Ipod 6th generation. He uses it for work and he said it works great, exactly what he was looking for. Amazon shipped the product quickly too... thanks. So far with all my purchases, Amazon have not failed my expectation. Keep up the good work, Amazon!",Great product for the price,1238112000,
1878363,1,,True,"06 26, 2013",AQOVCKBMUBVS5,B004J1FYFM,,W. Lang,"This is the most stable holder I have ever had. With different attachments, you can use it with a cell, GPS, or drink.",Solid,1372204800,
4243118,0,,True,"03 24, 2015",A1X8EB78FFMY3C,B00JV21M3W,,Mark Lilly,Work for a while then became defective was unable to be read by my phone and was draining the battery in my girls phone. Junk!,Junk,1427155200,
2403172,1,,True,"06 11, 2013",A24P9F6NZ7I0EL,B0067NFSE2,,Compdude,This is a good USB adapter. It has been very reliable with XP and the range is adequate. My only complaint is that is sticks out of the USB port much further than it has to. I have though about trimming or sanding some of the metal shield to allow it to fit flush. I would still recommend it as a good value.,This works reliably with XP and range is decent.,1370908800,
1798461,1,,True,"11 27, 2014",ACDE9YR5CCXYA,B0049S6ZUS,,LAR,This switch worked really well to add additional hdmi ports to my tv. We installed a wireless sound system and this doesn't work anymore.,This switch worked really well to add additional hdmi ports ...,1417046400,
4537606,1,,True,"01 3, 2015",A33W0LJ6L1REEH,B00MG8VV5M,,Martha from Texas,"It's okay. I haven't even used my tablet that much. But, for a child or someone that sits at a table to use, it would be great.",Tablet case,1420243200,
3858692,0,36,True,"07 30, 2014",AR1E0QRU53PAC,B00GGVPKKC,,R. Dickerson,"Bought this item in March for an old TV that we were being given for the kids for gaming.  Finally got the TV installed a week ago and unboxed this item.  At first, it was great. Yet, after 5 days of use it died.  Simply will not power on.  No error codes, nada.  Just dead!

Checked warranty and found out vendor only warrants it for 90 days so now I'm stuck with a $60 brick.  This item is junk, stay away from it.","Died within 5 days and vendor warrants it for only 90 days, not worth wasting $60 over!",1406678400,['https://images-na.ssl-images-amazon.com/images/I/61gmENuCyNL._SY88.jpg']
1005133,1,,True,"12 10, 2014",A1DLCWQ9PC63AU,B0013MT5BO,"{'Size:': ' 10""', 'Style:': ' Dual (1999 - 2007)'}",Jeff64,"Can't give this box full marks as the fit & finish of the carpet leave a little to desire. Overall, very good box, great bass, recommend adding insulation and grills. Fit very well.","very good box, great bass",1418169600,
